Brand,Model,Body_Type,Variant_Tier,Year,Engine_Size,Battery_kWh,Fuel_Type,Transmission,Mileage,Seats,Owner_Count,Price
Maruti Suzuki,Dzire,Sedan,Base,2023,1.2,0.0,Petrol,Manual,36560,5,1,595000
Honda,City,Sedan,Mid,2025,1.5,0.0,Petrol,CVT,13826,5,1,1280000
Maruti Suzuki,Ertiga,MPV,Base,2022,1.5,0.0,CNG,Manual,38521,7,1,670000
Maruti Suzuki,Celerio,Hatchback,Mid,2025,1.0,0.0,CNG,Manual,19620,5,1,560000
Maruti Suzuki,Wagon R,Hatchback,Top,2024,1.0,0.0,Petrol,AMT,17848,5,1,665000
Datsun,GO,Hatchback,Base,2018,1.2,0.0,Petrol,Manual,37200,5,1,200000
Tata,Harrier,SUV,Mid,2022,2.0,0.0,Diesel,Manual,45631,5,1,1465000
MG,Gloster,SUV,Mid,2026,2.0,0.0,Diesel,Automatic,4845,7,1,3405000
Honda,City,Sedan,Top,2018,1.5,0.0,Diesel,Manual,112425,5,1,685000
Hyundai,Venue,SUV,Top,2019,1.2,0.0,Petrol,Manual,43566,5,2,590000
Hyundai,Verna,Sedan,Mid,2021,1.5,0.0,Diesel,Automatic,40441,5,1,1045000
Mahindra,XUV300,SUV,Mid,2020,1.5,0.0,Diesel,Manual,82016,5,1,745000
Hyundai,Verna,Sedan,Mid,2018,1.6,0.0,Petrol,Manual,72683,5,1,525000
Tata,Harrier,SUV,Mid,2023,2.0,0.0,Diesel,Automatic,56696,5,1,1605000
Skoda,Octavia,Sedan,Base,2022,2.0,0.0,Petrol,Automatic,52665,5,1,1525000
Renault,Triber,MPV,Mid,2024,1.0,0.0,Petrol,Manual,23593,7,1,590000
Maruti Suzuki,Ertiga,MPV,Top,2023,1.5,0.0,Petrol,Manual,53401,7,2,900000
Toyota,Innova Crysta,MPV,Mid,2019,2.4,0.0,Diesel,Manual,250000,7,3,985000
Maruti Suzuki,S-Cross,SUV,Top,2016,1.3,0.0,Diesel,Manual,156470,5,1,405000
Maruti Suzuki,S-Presso,Hatchback,Mid,2024,1.0,0.0,Petrol,Manual,16298,5,1,515000
Tata,Nexon,SUV,Mid,2017,1.5,0.0,Diesel,Manual,145771,5,1,440000
Toyota,Fortuner,SUV,Base,2020,2.8,0.0,Diesel,Automatic,68413,7,1,2990000
Tata,Nexon,SUV,Base,2023,1.5,0.0,Diesel,Manual,64115,5,2,715000
Maruti Suzuki,Swift,Hatchback,Top,2016,1.2,0.0,Petrol,Manual,76264,5,1,365000
Lexus,ES,Sedan,Base,2026,2.5,0.0,Petrol Hybrid,e-CVT,1284,5,1,5645000
Volvo,XC90,SUV,Base,2025,2.0,0.0,Petrol,Automatic,9553,7,1,6665000
Honda,WR-V,SUV,Top,2022,1.2,0.0,Petrol,Manual,51427,5,1,670000
Renault,Duster,SUV,Base,2019,1.5,0.0,Diesel,Manual,122732,5,1,435000
Maruti Suzuki,Ertiga,MPV,Base,2023,1.5,0.0,CNG,Manual,35181,7,1,890000
Tata,Nexon EV,SUV,Base,2023,0.0,40.5,EV,Automatic,37382,5,1,1180000
Renault,Kiger,SUV,Top,2022,1.0,0.0,Petrol,AMT,65824,5,1,615000
Skoda,Slavia,Sedan,Top,2022,1.0,0.0,Petrol,Automatic,37001,5,1,1380000
Skoda,Kushaq,SUV,Base,2024,1.0,0.0,Petrol,Manual,10315,5,1,1190000
Honda,WR-V,SUV,Top,2018,1.2,0.0,Petrol,Manual,56777,5,1,540000
Volkswagen,Polo,Hatchback,Base,2017,1.5,0.0,Diesel,DCT,113234,5,1,320000
Tata,Altroz,Hatchback,Top,2023,1.5,0.0,Diesel,Manual,52727,5,1,870000
Maruti Suzuki,Dzire,Sedan,Base,2020,1.2,0.0,Petrol,Manual,60807,5,1,420000
Maruti Suzuki,Swift,Hatchback,Top,2024,1.2,0.0,Petrol,AMT,13165,5,1,905000
Kia,Seltos,SUV,Base,2025,1.5,0.0,Diesel,Manual,16935,5,1,1325000
Mahindra,XUV500,SUV,Top,2017,2.2,0.0,Diesel,Manual,139516,7,1,615000
Toyota,Rumion,MPV,Mid,2024,1.5,0.0,Petrol,Manual,17537,7,1,965000
Ford,Endeavour,SUV,Top,2020,2.0,0.0,Diesel,Automatic,60454,7,1,2440000
Tata,Tiago,Hatchback,Base,2022,1.2,0.0,Petrol,Manual,32747,5,1,455000
Hyundai,Creta,SUV,Mid,2023,1.4,0.0,Petrol,DCT,27550,5,1,1430000
Hyundai,Venue,SUV,Top,2019,1.2,0.0,Petrol,Manual,74717,5,2,630000
Mahindra,Scorpio,SUV,Top,2022,2.2,0.0,Diesel,Manual,37445,7,1,1255000
Kia,Seltos,SUV,Mid,2020,1.5,0.0,Diesel,Manual,76242,5,1,980000
Mahindra,Thar,SUV,Mid,2019,2.5,0.0,Diesel,Manual,104744,4,1,880000
Toyota,Glanza,Hatchback,Base,2024,1.2,0.0,Petrol,Manual,32190,5,1,710000
Tata,Nexon,SUV,Mid,2024,1.5,0.0,Diesel,AMT,23151,5,1,1240000
Tata,Punch,SUV,Top,2025,1.2,0.0,Petrol,AMT,24136,5,1,825000
Volkswagen,Vento,Sedan,Top,2022,1.0,0.0,Petrol,Manual,55817,5,1,820000
Maruti Suzuki,Wagon R,Hatchback,Mid,2020,1.0,0.0,Petrol,AMT,52549,5,1,450000
Tata,Safari,SUV,Top,2025,2.0,0.0,Diesel,Manual,13457,7,1,2695000
Toyota,Urban Cruiser Hyryder,SUV,Mid,2023,1.5,0.0,Petrol,Automatic,33707,5,1,1205000
Maruti Suzuki,Wagon R,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,18285,5,1,670000
Tata,Tigor,Sedan,Top,2022,1.2,0.0,Petrol,Manual,30981,5,1,590000
Tata,Nexon,SUV,Base,2021,1.5,0.0,Diesel,AMT,115510,5,1,695000
Toyota,Innova Crysta,MPV,Mid,2017,2.4,0.0,Diesel,Automatic,103933,7,1,1270000
Kia,Carnival,MPV,Base,2024,2.2,0.0,Diesel,Automatic,31913,7,1,2805000
Hyundai,Grand i10,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,31893,5,4,245000
Maruti Suzuki,Brezza,SUV,Top,2018,1.5,0.0,Petrol,Manual,166696,5,1,410000
Hyundai,Verna,Sedan,Mid,2017,1.6,0.0,Petrol,Manual,42336,5,2,510000
Hyundai,Creta,SUV,Base,2025,1.5,0.0,Petrol,Manual,10077,5,1,1105000
Tata,Punch,SUV,Mid,2021,1.2,0.0,Petrol,Manual,67227,5,1,535000
Volkswagen,Tiguan,SUV,Base,2024,2.0,0.0,Petrol,DCT,18181,5,1,2530000
Tata,Nexon,SUV,Top,2022,1.5,0.0,Diesel,Manual,35219,5,1,1225000
Maruti Suzuki,Baleno,Hatchback,Mid,2023,1.2,0.0,Petrol,Manual,34225,5,1,680000
Hyundai,Verna,Sedan,Base,2024,1.5,0.0,Petrol,DCT,19858,5,1,1150000
Maruti Suzuki,Baleno,Hatchback,Mid,2018,1.2,0.0,Petrol,AMT,89130,5,1,380000
Tata,Altroz,Hatchback,Top,2021,1.5,0.0,Diesel,Manual,47015,5,2,705000
Maruti Suzuki,Ertiga,MPV,Mid,2024,1.5,0.0,CNG,Manual,22753,7,2,915000
Toyota,Innova Crysta,MPV,Base,2018,2.4,0.0,Diesel,Manual,130851,7,2,1095000
Kia,Carens,MPV,Base,2025,1.5,0.0,Petrol,iMT,10977,7,1,1295000
Tata,Tiago,Hatchback,Top,2026,1.2,0.0,Petrol,Manual,1385,5,1,725000
Hyundai,Grand i10,Hatchback,Top,2016,1.2,0.0,Petrol,Manual,86769,5,1,270000
Hyundai,i20,Hatchback,Base,2021,1.2,0.0,Petrol,Manual,27880,5,2,555000
Tata,Tiago,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,40451,5,1,330000
Toyota,Fortuner,SUV,Mid,2020,2.8,0.0,Diesel,Automatic,125646,7,2,2750000
Maruti Suzuki,Swift,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,95492,5,1,465000
Renault,Triber,MPV,Mid,2023,1.0,0.0,Petrol,Manual,39225,7,1,575000
Toyota,Urban Cruiser Hyryder,SUV,Base,2022,1.5,0.0,Petrol Hybrid,e-CVT,33449,5,1,1310000
Honda,City,Sedan,Mid,2019,1.5,0.0,Petrol,CVT,86521,5,1,710000
Maruti Suzuki,Ciaz,Sedan,Mid,2023,1.5,0.0,Petrol,Manual,48939,5,1,760000
Hyundai,Creta,SUV,Mid,2018,1.6,0.0,Diesel,Manual,93354,5,1,725000
Hyundai,i20,Hatchback,Top,2021,1.0,0.0,Petrol,DCT,25194,5,1,895000
Maruti Suzuki,Grand Vitara,SUV,Base,2023,1.5,0.0,Petrol Hybrid,e-CVT,33672,5,1,1460000
Mahindra,Thar,SUV,Mid,2021,2.0,0.0,Petrol,Automatic,98572,4,1,1040000
Honda,Jazz,Hatchback,Top,2020,1.2,0.0,Petrol,CVT,92666,5,1,570000
Nissan,Magnite,SUV,Mid,2024,1.0,0.0,Petrol,AMT,41677,5,2,670000
Audi,A4,Sedan,Mid,2023,2.0,0.0,Petrol,Automatic,19958,5,2,2935000
Maruti Suzuki,Brezza,SUV,Mid,2024,1.5,0.0,CNG,Manual,29063,5,1,1020000
Maruti Suzuki,Swift,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,44280,5,1,525000
Kia,Sonet,SUV,Mid,2025,1.2,0.0,Petrol,Manual,20912,5,1,955000
Lexus,ES,Sedan,Top,2022,2.5,0.0,Petrol Hybrid,e-CVT,27652,5,1,5610000
Renault,Kwid,Hatchback,Base,2026,0.8,0.0,Petrol,Manual,2528,5,1,485000
Maruti Suzuki,Alto K10,Hatchback,Top,2022,1.0,0.0,Petrol,Manual,38422,5,1,415000
Maruti Suzuki,Ertiga,MPV,Mid,2025,1.5,0.0,Petrol,Manual,10823,7,1,915000
Maruti Suzuki,Celerio,Hatchback,Base,2019,1.0,0.0,Petrol,AMT,132277,5,1,225000
Volkswagen,Polo,Hatchback,Base,2018,1.5,0.0,Diesel,DCT,114970,5,1,405000
Mahindra,Bolero,SUV,Top,2017,2.5,0.0,Diesel,Manual,70363,7,1,480000
Toyota,Urban Cruiser Hyryder,SUV,Mid,2023,1.5,0.0,Petrol Hybrid,e-CVT,23829,5,1,1835000
Toyota,Fortuner,SUV,Mid,2025,2.8,0.0,Diesel,Automatic,16444,7,1,4740000
Maruti Suzuki,XL6,MPV,Mid,2019,1.5,0.0,Petrol,Automatic,49548,6,2,840000
Mahindra,Scorpio,SUV,Mid,2020,2.2,0.0,Diesel,Manual,154948,7,2,655000
Maruti Suzuki,Alto K10,Hatchback,Top,2026,1.0,0.0,Petrol,Manual,2014,5,1,500000
Tata,Tiago,Hatchback,Top,2017,1.2,0.0,Petrol,Manual,169299,5,1,235000
Tata,Nexon EV,SUV,Top,2020,0.0,30.2,EV,Automatic,86415,5,2,920000
Tata,Tiago EV,Hatchback,Top,2025,0.0,24.0,EV,Automatic,14042,5,1,1050000
Hyundai,i20,Hatchback,Base,2020,1.0,0.0,Petrol,DCT,41459,5,1,635000
Volkswagen,Vento,Sedan,Base,2016,1.6,0.0,Petrol,Automatic,110786,5,2,320000
Tata,Nexon,SUV,Mid,2020,1.2,0.0,Petrol,Manual,127856,5,1,595000
Maruti Suzuki,Dzire,Sedan,Base,2019,1.3,0.0,Diesel,AMT,129534,5,2,375000
Maruti Suzuki,Ciaz,Sedan,Top,2021,1.5,0.0,Diesel,Manual,43553,5,2,895000
Mahindra,XUV700,SUV,Base,2025,2.2,0.0,Diesel,Automatic,10651,7,1,2040000
Maruti Suzuki,Eeco,MPV,Mid,2024,1.2,0.0,CNG,Manual,21356,5,1,515000
Maruti Suzuki,Swift,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,35993,5,1,690000
Maruti Suzuki,Baleno,Hatchback,Base,2016,1.2,0.0,Petrol,Manual,107400,5,1,315000
Maruti Suzuki,Baleno,Hatchback,Base,2021,1.2,0.0,Petrol,AMT,38280,5,1,625000
Honda,City,Sedan,Mid,2021,1.5,0.0,Diesel,Manual,82897,5,1,955000
Mahindra,Scorpio Classic,SUV,Top,2023,2.2,0.0,Diesel,Manual,30203,7,1,1345000
Maruti Suzuki,Baleno,Hatchback,Mid,2023,1.2,0.0,Petrol,Manual,42608,5,1,705000
Tata,Nexon,SUV,Mid,2019,1.2,0.0,Petrol,AMT,60922,5,1,635000
Maruti Suzuki,Eeco,MPV,Top,2019,1.2,0.0,CNG,Manual,87604,5,1,380000
Hyundai,Grand i10 Nios,Hatchback,Top,2024,1.2,0.0,Petrol,Manual,32752,5,1,720000
Maruti Suzuki,S-Cross,SUV,Mid,2016,1.6,0.0,Diesel,Manual,114952,5,2,380000
Kia,Sonet,SUV,Top,2025,1.0,0.0,Petrol,DCT,8055,5,1,1370000
BMW,5 Series,Sedan,Mid,2024,2.0,0.0,Petrol,Automatic,18027,5,3,5305000
Honda,City,Sedan,Top,2025,1.5,0.0,Petrol,CVT,9853,5,1,1465000
Maruti Suzuki,Celerio,Hatchback,Base,2018,1.0,0.0,Petrol,Manual,124187,5,2,185000
Maruti Suzuki,XL6,MPV,Mid,2026,1.5,0.0,Petrol,Manual,1113,6,1,1080000
Maruti Suzuki,Baleno,Hatchback,Top,2018,1.2,0.0,Petrol,AMT,61775,5,1,490000
Volkswagen,Virtus,Sedan,Mid,2024,1.0,0.0,Petrol,Manual,19740,5,1,1285000
Maruti Suzuki,Wagon R,Hatchback,Top,2026,1.2,0.0,Petrol,Manual,1750,5,1,790000
BMW,X3,SUV,Mid,2022,2.0,0.0,Diesel,Automatic,60736,5,1,4350000
Mahindra,Bolero,SUV,Base,2022,1.5,0.0,Diesel,Manual,88730,7,1,625000
Toyota,Taisor,SUV,Top,2024,1.2,0.0,Petrol,Manual,55788,5,1,945000
Renault,Kwid,Hatchback,Base,2017,0.8,0.0,Petrol,Manual,77428,5,1,190000
Maruti Suzuki,Alto K10,Hatchback,Mid,2024,1.0,0.0,Petrol,AMT,42044,5,1,405000
Kia,Sonet,SUV,Base,2021,1.0,0.0,Petrol,DCT,64751,5,2,685000
Maruti Suzuki,Swift,Hatchback,Top,2025,1.2,0.0,Petrol,AMT,6188,5,1,930000
Volkswagen,Virtus,Sedan,Base,2023,1.5,0.0,Petrol,DCT,26370,5,1,1285000
Toyota,Innova Crysta,MPV,Base,2020,2.7,0.0,Petrol,Manual,40214,7,1,1430000
Maruti Suzuki,Wagon R,Hatchback,Mid,2019,1.0,0.0,Petrol,AMT,58950,5,1,390000
Volkswagen,Taigun,SUV,Mid,2021,1.0,0.0,Petrol,Manual,46834,5,2,780000
Maruti Suzuki,Alto K10,Hatchback,Top,2024,1.0,0.0,Petrol,AMT,20233,5,1,495000
Maruti Suzuki,Dzire,Sedan,Mid,2022,1.2,0.0,Petrol,AMT,33587,5,1,615000
Skoda,Rapid,Sedan,Top,2020,1.0,0.0,Petrol,Automatic,32233,5,3,690000
Honda,WR-V,SUV,Base,2022,1.2,0.0,Petrol,Manual,49558,5,1,570000
Renault,Kiger,SUV,Mid,2025,1.0,0.0,Petrol,AMT,6738,5,1,930000
Mahindra,XUV700,SUV,Base,2024,2.2,0.0,Diesel,Automatic,34275,7,1,1715000
Mahindra,XUV 3XO,SUV,Mid,2025,1.5,0.0,Diesel,Manual,6161,5,1,1120000
Maruti Suzuki,Invicto,MPV,Mid,2025,2.0,0.0,Petrol Hybrid,e-CVT,13494,7,1,2310000
Maruti Suzuki,Dzire,Sedan,Mid,2021,1.2,0.0,Petrol,AMT,95499,5,2,465000
BMW,X1,SUV,Mid,2018,2.0,0.0,Diesel,Automatic,121177,5,3,1390000
Maruti Suzuki,Swift,Hatchback,Top,2022,1.2,0.0,Petrol,AMT,31122,5,1,680000
Toyota,Innova Crysta,MPV,Top,2020,2.4,0.0,Diesel,Manual,138571,7,1,1740000
Maruti Suzuki,Grand Vitara,SUV,Top,2024,1.5,0.0,Petrol,Manual,18233,5,1,1420000
Maruti Suzuki,Fronx,SUV,Mid,2024,1.2,0.0,Petrol,Manual,16559,5,1,850000
Mahindra,Bolero Neo,SUV,Mid,2021,1.5,0.0,Diesel,Manual,74245,7,2,640000
Skoda,Rapid,Sedan,Mid,2021,1.0,0.0,Petrol,Manual,36993,5,1,645000
Kia,Sonet,SUV,Base,2021,1.0,0.0,Petrol,iMT,64737,5,1,645000
Renault,Duster,SUV,Mid,2022,1.3,0.0,Petrol,CVT,47418,5,1,860000
Hyundai,Eon,Hatchback,Mid,2017,0.8,0.0,Petrol,Manual,119912,5,2,115000
Honda,WR-V,SUV,Base,2023,1.2,0.0,Petrol,Manual,73644,5,1,575000
Maruti Suzuki,Alto 800,Hatchback,Top,2022,0.8,0.0,CNG,Manual,62454,5,1,335000
Tata,Harrier,SUV,Mid,2023,2.0,0.0,Diesel,Manual,55160,5,1,1670000
Hyundai,Grand i10 Nios,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,81667,5,2,315000
Mahindra,Thar,SUV,Mid,2018,2.5,0.0,Diesel,Manual,193528,4,1,640000
Maruti Suzuki,Baleno,Hatchback,Mid,2022,1.2,0.0,Petrol,AMT,23144,5,2,640000
Volkswagen,Polo,Hatchback,Mid,2015,1.2,0.0,Petrol,Manual,136545,5,1,270000
Skoda,Slavia,Sedan,Top,2024,1.0,0.0,Petrol,Automatic,28381,5,1,1480000
Renault,Triber,MPV,Top,2025,1.0,0.0,Petrol,Manual,12205,7,1,765000
Maruti Suzuki,Celerio,Hatchback,Mid,2021,1.0,0.0,Petrol,AMT,44143,5,2,445000
Volvo,XC60,SUV,Base,2023,2.0,0.0,Petrol,Automatic,28829,5,1,3710000
Maruti Suzuki,Ertiga,MPV,Mid,2024,1.5,0.0,Petrol,Manual,20626,7,1,855000
Hyundai,Grand i10 Nios,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,22194,5,1,665000
Maruti Suzuki,Ertiga,MPV,Mid,2025,1.5,0.0,Petrol,Manual,8610,7,1,960000
Maruti Suzuki,Fronx,SUV,Mid,2026,1.0,0.0,Petrol,Manual,979,5,1,1015000
Toyota,Fortuner,SUV,Mid,2023,2.8,0.0,Diesel,Automatic,43415,7,1,5315000
Maruti Suzuki,Ertiga,MPV,Mid,2022,1.5,0.0,Petrol,Automatic,38018,7,1,825000
Hyundai,Creta,SUV,Top,2022,1.5,0.0,Petrol,IVT,19162,5,1,1375000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,29348,5,1,420000
Volkswagen,Taigun,SUV,Mid,2023,1.0,0.0,Petrol,Manual,16428,5,1,1160000
Tata,Altroz,Hatchback,Base,2024,1.5,0.0,Diesel,Manual,36458,5,1,650000
Mahindra,Bolero Neo,SUV,Top,2021,1.5,0.0,Diesel,Manual,157226,7,1,555000
Maruti Suzuki,Dzire,Sedan,Base,2024,1.2,0.0,Petrol,Manual,18708,5,2,645000
Skoda,Slavia,Sedan,Base,2023,1.0,0.0,Petrol,Manual,43318,5,1,1005000
Maruti Suzuki,S-Presso,Hatchback,Base,2024,1.0,0.0,Petrol,Manual,24487,5,1,390000
Maruti Suzuki,Fronx,SUV,Base,2024,1.2,0.0,Petrol,Manual,21490,5,2,700000
Maruti Suzuki,Wagon R,Hatchback,Mid,2017,1.0,0.0,Petrol,Manual,44242,5,1,330000
Tata,Tiago,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,14962,5,1,570000
Hyundai,Verna,Sedan,Base,2025,1.5,0.0,Petrol,IVT,16330,5,1,1080000
Tata,Tiago,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,78935,5,1,380000
Hyundai,i20,Hatchback,Mid,2025,1.0,0.0,Petrol,DCT,11232,5,1,1170000
Honda,Amaze,Sedan,Mid,2024,1.2,0.0,Petrol,CVT,27793,5,1,775000
Honda,Amaze,Sedan,Top,2025,1.2,0.0,Petrol,Manual,17991,5,1,865000
Maruti Suzuki,Celerio,Hatchback,Base,2021,1.0,0.0,Petrol,AMT,36809,5,2,355000
Hyundai,Venue,SUV,Top,2025,1.2,0.0,Petrol,Manual,10882,5,1,1060000
Mahindra,Marazzo,MPV,Top,2019,1.5,0.0,Diesel,Manual,74591,7,1,745000
Toyota,Innova HyCross,MPV,Top,2026,2.0,0.0,Petrol Hybrid,e-CVT,2340,7,1,3110000
Maruti Suzuki,Wagon R,Hatchback,Mid,2023,1.0,0.0,Petrol,AMT,24708,5,1,530000
Tata,Tiago,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,15446,5,1,545000
Hyundai,Grand i10 Nios,Hatchback,Top,2022,1.2,0.0,CNG,Manual,52547,5,3,680000
Maruti Suzuki,Alto K10,Hatchback,Mid,2017,1.0,0.0,Petrol,Manual,95309,5,3,180000
Maruti Suzuki,Baleno,Hatchback,Mid,2017,1.2,0.0,Petrol,AMT,105988,5,2,350000
Honda,Mobilio,MPV,Mid,2018,1.5,0.0,Diesel,Manual,102608,7,1,455000
Hyundai,Grand i10 Nios,Hatchback,Mid,2023,1.2,0.0,CNG,Manual,19500,5,1,595000
Tata,Altroz,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,22642,5,1,850000
Maruti Suzuki,Ertiga,MPV,Mid,2022,1.5,0.0,Petrol,Manual,63432,7,2,700000
Kia,Seltos,SUV,Top,2025,1.5,0.0,Petrol,Manual,6928,5,1,1535000
Maruti Suzuki,Eeco,MPV,Base,2023,1.2,0.0,Petrol,Manual,47655,5,1,395000
Mahindra,XUV300,SUV,Mid,2023,1.2,0.0,Petrol,Manual,24504,5,2,745000
Skoda,Rapid,Sedan,Mid,2022,1.0,0.0,Petrol,Automatic,39531,5,1,725000
Hyundai,Creta,SUV,Mid,2020,1.5,0.0,Petrol,Manual,78976,5,2,795000
Maruti Suzuki,Celerio,Hatchback,Mid,2022,1.0,0.0,CNG,Manual,43069,5,1,510000
Toyota,Innova Crysta,MPV,Top,2023,2.4,0.0,Diesel,Manual,31438,7,1,2420000
Lexus,ES,Sedan,Base,2025,2.5,0.0,Petrol Hybrid,e-CVT,15190,5,1,5005000
BMW,X5,SUV,Top,2023,3.0,0.0,Petrol,Automatic,11846,5,1,8765000
Maruti Suzuki,Brezza,SUV,Top,2025,1.5,0.0,Petrol,Automatic,5157,5,1,1320000
Tata,Safari Storme,SUV,Mid,2017,2.2,0.0,Diesel,Manual,59645,7,3,385000
Hyundai,i20,Hatchback,Base,2025,1.2,0.0,Petrol,IVT,21945,5,2,790000
Maruti Suzuki,Baleno,Hatchback,Mid,2019,1.3,0.0,Diesel,Manual,92458,5,1,545000
Tata,Tiago,Hatchback,Base,2024,1.2,0.0,Petrol,Manual,24267,5,1,480000
Honda,CR-V,SUV,Top,2020,2.0,0.0,Petrol,Automatic,65026,5,1,1595000
Toyota,Innova Crysta,MPV,Top,2024,2.4,0.0,Diesel,Manual,29700,7,1,2480000
Volkswagen,Vento,Sedan,Top,2019,1.0,0.0,Petrol,Manual,61792,5,3,600000
Hyundai,i20,Hatchback,Mid,2022,1.2,0.0,Petrol,Manual,18904,5,1,685000
Tata,Tiago,Hatchback,Base,2024,1.2,0.0,Petrol,Manual,23877,5,1,515000
Hyundai,Verna,Sedan,Base,2024,1.5,0.0,Petrol,Manual,20399,5,1,1045000
Maruti Suzuki,Celerio,Hatchback,Top,2019,1.0,0.0,Petrol,AMT,39415,5,1,415000
Hyundai,Creta,SUV,Base,2019,1.4,0.0,Diesel,Manual,113573,5,1,605000
Audi,Q5,SUV,Mid,2023,2.0,0.0,Petrol,Automatic,15523,5,1,5000000
Honda,City,Sedan,Base,2022,1.5,0.0,Petrol Hybrid,e-CVT,47213,5,1,1220000
Maruti Suzuki,Swift,Hatchback,Base,2023,1.2,0.0,Petrol,AMT,36295,5,1,505000
Tata,Altroz,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,27788,5,1,625000
BMW,X1,SUV,Mid,2023,1.5,0.0,Petrol,Automatic,36259,5,2,3340000
Ford,Endeavour,SUV,Mid,2021,2.0,0.0,Diesel,Automatic,126291,7,2,1750000
Mahindra,Thar,SUV,Mid,2023,2.2,0.0,Diesel,Automatic,42569,4,1,1530000
Hyundai,Creta,SUV,Base,2018,1.6,0.0,Petrol,Automatic,65128,5,2,610000
Mahindra,Bolero,SUV,Top,2016,2.5,0.0,Diesel,Manual,135062,7,3,385000
Skoda,Slavia,Sedan,Mid,2023,1.0,0.0,Petrol,Automatic,28183,5,1,1355000
Renault,Kwid,Hatchback,Top,2024,1.0,0.0,Petrol,Manual,19537,5,1,590000
Skoda,Kylaq,SUV,Mid,2025,1.0,0.0,Petrol,Manual,11186,5,1,950000
Honda,Amaze,Sedan,Mid,2024,1.2,0.0,Petrol,CVT,30863,5,1,755000
Maruti Suzuki,Swift,Hatchback,Top,2025,1.2,0.0,Petrol,AMT,11486,5,1,900000
Mahindra,Thar,SUV,Base,2022,2.0,0.0,Petrol,Manual,46458,4,1,1050000
Maruti Suzuki,Baleno,Hatchback,Mid,2017,1.2,0.0,Petrol,AMT,101838,5,3,395000
Maruti Suzuki,Wagon R,Hatchback,Mid,2019,1.2,0.0,Petrol,AMT,50705,5,1,465000
Honda,BR-V,MPV,Base,2019,1.5,0.0,Petrol,Manual,92908,7,1,445000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,31095,5,2,410000
Renault,Kwid,Hatchback,Top,2021,0.8,0.0,Petrol,Manual,34166,5,1,465000
Kia,Sonet,SUV,Mid,2024,1.5,0.0,Diesel,Manual,54350,5,2,875000
Renault,Kwid,Hatchback,Base,2023,1.0,0.0,Petrol,Manual,29152,5,1,435000
Kia,Seltos,SUV,Top,2020,1.5,0.0,Diesel,Manual,102476,5,1,1125000
Tata,Punch,SUV,Mid,2024,1.2,0.0,Petrol,AMT,8705,5,1,715000
Maruti Suzuki,Alto 800,Hatchback,Top,2022,0.8,0.0,Petrol,Manual,27281,5,1,360000
Mahindra,XUV500,SUV,Mid,2018,2.2,0.0,Diesel,Manual,107926,7,1,720000
Maruti Suzuki,Swift,Hatchback,Mid,2026,1.2,0.0,Petrol,AMT,3131,5,1,820000
Maruti Suzuki,Wagon R,Hatchback,Mid,2018,1.0,0.0,CNG,Manual,102120,5,1,315000
Maruti Suzuki,Baleno,Hatchback,Top,2017,1.2,0.0,Petrol,Manual,67174,5,2,395000
Volkswagen,Polo,Hatchback,Mid,2021,1.0,0.0,Petrol,Manual,52744,5,1,535000
Tata,Harrier,SUV,Mid,2021,2.0,0.0,Diesel,Automatic,84809,5,1,1510000
Audi,Q5,SUV,Mid,2018,2.0,0.0,Petrol,Automatic,81292,5,2,2030000
Mercedes-Benz,E-Class,Sedan,Top,2024,2.0,0.0,Petrol,Automatic,12734,5,1,7480000
Nissan,Terrano,SUV,Base,2016,1.5,0.0,Diesel,Manual,165901,5,2,230000
Maruti Suzuki,Dzire,Sedan,Base,2020,1.3,0.0,Diesel,AMT,59691,5,1,570000
Renault,Kiger,SUV,Mid,2021,1.0,0.0,Petrol,AMT,51200,5,1,560000
Volkswagen,Taigun,SUV,Mid,2025,1.0,0.0,Petrol,Automatic,12318,5,1,1415000
Renault,Triber,MPV,Base,2020,1.0,0.0,Petrol,Manual,71093,7,1,335000
Maruti Suzuki,Dzire,Sedan,Mid,2025,1.2,0.0,Petrol,AMT,13584,5,1,915000
Maruti Suzuki,Swift,Hatchback,Base,2025,1.2,0.0,CNG,Manual,43125,5,1,625000
MG,Hector Plus,SUV,Top,2025,1.5,0.0,Petrol,DCT,9168,7,1,2225000
Maruti Suzuki,Baleno,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,36994,5,1,645000
Hyundai,Verna,Sedan,Mid,2025,1.5,0.0,Petrol,DCT,13992,5,1,1460000
